objectId,id,MJD,FLT,FLUXCAL,FLUXCALERR
ZTF19aabbnzo,726284531115015024,58505.13146989979,r,2672.7356100941065,431.2671095509275
ZTF19aabbnzo,726284531115015024,58505.23859950015,g,3421.889648519523,446.18696369601014
ZTF19aabbnzo,726284531115015024,58507.25803240016,r,2743.8224172519326,281.0083714240051
ZTF19aabbnzo,726284531115015024,58508.2043980998,g,3365.1900798432794,227.0866804111766
ZTF19aabbnzo,726284531115015024,58508.2261458002,r,2662.127182800232,202.89304272202182
ZTF19aabbnzo,726284531115015024,58508.257129599806,r,2524.3780776856097,235.95428050301487
ZTF19aabbnzo,726284531115015024,58511.18310189992,g,3329.1088862483325,201.73430643821334
ZTF19aabbnzo,726284531115015024,58511.19842590019,r,2467.707039613065,203.530266240925
ZTF19aabbnzo,726284531115015024,58522.182164399885,g,2643.7038287339465,178.53710601252257
ZTF19aabbnzo,726284531115015024,58522.20622690022,r,2193.9503748197376,181.88773907086863
ZTF19aabbnzo,726284531115015024,58526.22921299981,r,1917.4232978176574,228.8158289050584
ZTF19aabbnzo,726284531115015024,58534.22280090023,r,1712.221712534637,350.0895674117132
ZTF19aabbnzo,726284531115015024,58534.24846060015,g,1930.0795090144522,306.2045324503376
ZTF19aabbnzo,726284531115015024,58540.24668980017,r,1315.0613078357258,199.36535980865492
ZTF19aabbnzo,726284531115015024,58543.23666669987,r,1410.3275834386889,305.85845961602206
ZTF19aabbnzo,726284531115015024,58547.116666700225,r,1082.7545065756492,174.28800666662687
ZTF19aabbnzo,726284531115015024,58556.181330999825,r,1294.3150467815888,323.3917638402986
ZTF19aabbnzo,726284531115015024,58560.17424769979,g,1461.5039720061632,383.02618408701693
ZTF19aabbnzo,726284531115015024,58567.12947920011,r,897.3750695486743,132.89257925153194
ZTF19aabbnzo,726284531115015024,58567.149120400194,g,1079.1256114560838,137.94739810490495
ZTF19aabbnzo,726284531115015024,58572.15129629988,g,1182.4968703831023,364.7573886516052
ZTF19aabbnzo,726284531115015024,58581.17240739986,g,816.2830903529324,161.2300914083987
ZTF18acnbpmd,694512521415015001,58448.51252309978,r,1370.50302986133,462.7874890338469
