candid,dec,fid,jd,magpsf,objectId,ra,sigmapsf
1470422173915010000,34.2619667,1,2459224.9221759,20.058659,ZTF18aabtxvd,119.2272772,0.18648364
1470250870815015002,85.0088966,2,2459224.7508796,19.658487,ZTF20abfcszi,7.8045358,0.12605144000000001
1470197434115015002,85.0088575,1,2459224.6974306,19.8568,ZTF20abfcszi,7.8050128,0.18198155
1469469384415015014,27.4405903,2,2459223.9693866,19.541904,ZTF20abnorit,171.3584184,0.16345917000000001
1469402024415015006,27.4405715,1,2459223.9020255,19.296125,ZTF20abnorit,171.3584422,0.11437464
1469343250015010000,45.5921923,1,2459223.8432523,19.087427,ZTF18aahqkbt,123.8609504,0.07785347000000001
1468411573915010000,34.2621098,1,2459222.9115741,19.96386,ZTF18aabtxvd,119.2272893,0.13437894
1468284390815015008,85.0088265,1,2459222.7843981,19.907936,ZTF20abfcszi,7.8054922,0.17432809
1468268410815015002,85.0088007,2,2459222.7684144,19.671278,ZTF20abfcszi,7.805424,0.13852228
1467463834415015007,27.4405973,1,2459221.963831,19.117813,ZTF20abnorit,171.3584671,0.104698144
1467426894415015011,27.4406003,2,2459221.9268981,19.60287,ZTF20abnorit,171.3584632,0.13671227
1467353360015010001,45.5921906,1,2459221.8533681,19.15236,ZTF18aahqkbt,123.8609034,0.07178834
1466269664115015004,85.0087602,1,2459220.7696644,19.938175,ZTF20abfcszi,7.8070899,0.20611931
1466236090815015009,85.0088418,2,2459220.7360995,19.526585,ZTF20abfcszi,7.8056425,0.21131071
1465475994415015010,27.4406224,2,2459219.9759954,19.484478,ZTF20abnorit,171.3584194,0.15042838
1465441074415015006,27.4405838,1,2459219.9410764,19.29233,ZTF20abnorit,171.358496,0.1194927
1465283110015010001,45.5921974,1,2459219.7831134,19.190681,ZTF18aahqkbt,123.8609325,0.08041253
1464299104115015002,85.0089097,2,2459218.7991088,19.693998,ZTF20abfcszi,7.8058064,0.21299766
1464264903915010000,34.2621563,1,2459218.7649074,20.03575,ZTF18aabtxvd,119.2273261,0.19937785
1464255060815015003,85.0087793,1,2459218.7550694,19.886242,ZTF20abfcszi,7.8063158999999995,0.20588326
1464220574115015003,85.0089278,1,2459218.7205787,20.060295,ZTF20abfcszi,7.8054158000000005,0.21003275000000002
1462296420815015005,85.0088078,2,2459216.7964236,19.768757,ZTF20abfcszi,7.8056328,0.18214388
1457141375815015003,-7.2664012,2,2459211.6413773,18.72852,ZTF20acqoiyt,335.5712668,0.15215479
1456300260815015002,85.0088462,2,2459210.8002662,19.171015,ZTF20abfcszi,7.8062024,0.1601781
1456238950815015003,85.0088117,1,2459210.7389583,19.700994,ZTF20abfcszi,7.8062151,0.20182137
1452413874415015003,27.4405619,1,2459206.9138773,19.250883,ZTF20abnorit,171.3584457,0.21189465000000002
1452388200015010000,45.5922516,1,2459206.888206,19.176083,ZTF18aahqkbt,123.8609325,0.19615431
1451434130515010001,1.6927914,1,2459205.9341319,16.439627,ZTF18acpdvos,151.7120244,0.105531074
1451395103915010000,34.2621191,1,2459205.8951042,20.15683,ZTF18aabtxvd,119.227233,0.16635965
1451130015815015006,-7.2663497,2,2459205.6300116,18.421974,ZTF20acqoiyt,335.5713594,0.082541846
1451096525815015003,-7.2663972,1,2459205.5965278,18.53381,ZTF20acqoiyt,335.5713267,0.07688807
1450442590015010001,45.5922493,1,2459204.9425926,19.183483,ZTF18aahqkbt,123.8609507,0.06777877
1450314224115015002,85.0088584,1,2459204.8142245,19.849882,ZTF20abfcszi,7.8059659,0.18258163
1450313760815015004,85.0088151,1,2459204.8137616,19.741735,ZTF20abfcszi,7.8063193,0.14860706
1450288900815015008,85.008794,2,2459204.7889005,19.492653,ZTF20abfcszi,7.8067072,0.12602495
1449484754415015011,27.4406364,2,2459203.9847569,19.39758,ZTF20abnorit,171.3584022,0.14367738
1449402964415015003,27.4405599,1,2459203.902963,19.102392,ZTF20abnorit,171.3584381,0.11152947
1448402030015010001,45.5920308,2,2459202.902037,19.548798,ZTF18aahqkbt,123.8608105,0.15222341
1448361670015010003,45.592179,1,2459202.8616782,19.15524,ZTF18aahqkbt,123.8609317,0.090321
1446516964415015004,27.4405934,2,2459201.0169676,19.238605,ZTF20abnorit,171.3584545,0.18194639999999998
1446447924415015004,27.4406335,1,2459200.9479282,19.171663,ZTF20abnorit,171.3584038,0.16334839
1445428240015010001,45.5922089,1,2459199.9282407,19.092426,ZTF18aahqkbt,123.8609416,0.07227259
1445124165815015003,-7.2664321,2,2459199.6241667,18.128061,ZTF20acqoiyt,335.5713811,0.08150965
1444517840515010027,1.6927822,1,2459199.0178472,16.490044,ZTF18acpdvos,151.711994,0.030953770000000002
1444506234415015010,27.4405961,1,2459199.0062384,19.088322,ZTF20abnorit,171.3584419,0.082889445
1444486124415015013,27.4405902,2,2459198.9861227,19.398561,ZTF20abnorit,171.358479,0.11671202
1444371923915010000,34.2620866,1,2459198.8719213,20.039806,ZTF18aabtxvd,119.2273608,0.16888129999999998
1444347320815015005,85.0088557,1,2459198.8473264,19.937197,ZTF20abfcszi,7.8051627,0.16410875
1444161294115015003,85.0088313,1,2459198.6612963,19.607590000000002,ZTF20abfcszi,7.8065267,0.19233082
1444131214115015001,85.0087308,2,2459198.6312153,19.568998,ZTF20abfcszi,7.8057896,0.17178975
1442435340015010002,45.5922498,1,2459196.9353472,19.155655,ZTF18aahqkbt,123.8609824,0.07323182
1442270680815015006,85.0087479,2,2459196.7706829,19.107882,ZTF20abfcszi,7.8057741,0.19038704
1441184533915015011,-9.6141348,1,2459195.684537,20.048704,ZTF20abowque,34.4748084,0.18587008
1440533544415015020,27.4405881,1,2459195.0335417,19.15214,ZTF20abnorit,171.3584174,0.08811857000000001
1440517514415015009,27.4406372,2,2459195.0175116,19.56434,ZTF20abnorit,171.3584443,0.14193165
1440429710015010001,45.592187,1,2459194.9297106,19.13977,ZTF18aahqkbt,123.8609697,0.086981535
1440418195615015000,22.6483973,1,2459194.9181944,19.108337,ZTF17aaazdba,123.3207586,0.21017377
1440181145815015003,-7.2663973,1,2459194.6811458,17.7833,ZTF20acqoiyt,335.5713629,0.10095289
1440151400815015011,85.0091392,2,2459194.6514005,19.671453,ZTF20abfcszi,7.8065916,0.18392599
1439362953915010000,34.2621377,1,2459193.8629514,19.936504,ZTF18aabtxvd,119.2273493,0.14556912
1438458270215010046,22.6481942,2,2459192.9582755,17.254578,ZTF17aaazdba,123.3205785,0.11309711
1438385410015010001,45.5922305,1,2459192.8854167,19.114088,ZTF18aahqkbt,123.8609299,0.11425539
1438195740815015010,85.0087394,1,2459192.6957407,19.568398,ZTF20abfcszi,7.8049823,0.16572109000000002
1436369463915010000,34.2620213,1,2459190.8694676,19.98097,ZTF18aabtxvd,119.2272264,0.20333415
1435247234115015003,85.0089666,2,2459189.7472338,19.711569,ZTF20abfcszi,7.8047251,0.19668415
1435213653915015007,-9.6141312,2,2459189.7136574,20.167137,ZTF20abowque,34.4748459,0.16914894
1435169545815015004,-7.2663833,2,2459189.6695486,17.8302,ZTF20acqoiyt,335.5713245,0.07048335
1435164014115015007,85.0088964,1,2459189.6640162,19.680687,ZTF20abfcszi,7.8052498,0.21141161
1435110335815015003,-7.2664001,1,2459189.6103356,17.65492,ZTF20acqoiyt,335.571393,0.053979788
1434540564415015005,27.4405959,1,2459189.0405671,18.947554,ZTF20abnorit,171.3584621,0.10162336
1433385280015010000,45.5922126,1,2459187.8852894,19.119562,ZTF18aahqkbt,123.8609161,0.16081096
1433169895815015004,-7.2663625,2,2459187.6698958,17.920393,ZTF20acqoiyt,335.5714429,0.06442169
1433135654115015006,85.0087968,1,2459187.6356597,19.67921,ZTF20abfcszi,7.8069544,0.16997105
1433110410815015003,85.0088107,1,2459187.6104167,19.7702,ZTF20abfcszi,7.8060766,0.16693102
1430510014415015011,27.44061,2,2459185.0100116,19.354061,ZTF20abnorit,171.3584688,0.1269738
1430148955815015002,-7.2663769,1,2459184.6489583,17.97949,ZTF20acqoiyt,335.5713707,0.065085426
1428197235815015004,-7.2664159,2,2459182.6972338,18.212505,ZTF20acqoiyt,335.571335,0.07232883
1428155055815015001,-7.2663846,1,2459182.6550579,18.02933,ZTF20acqoiyt,335.571378,0.08606985
1427514970015010000,45.5921705,1,2459182.0149769,19.109276,ZTF18aahqkbt,123.861008,0.11391095
1427506204415015004,27.4405486,1,2459182.0062037,18.906652,ZTF20abnorit,171.3584138,0.12356404
1427493774415015005,27.4406334,2,2459181.9937731,19.392056,ZTF20abnorit,171.358492,0.12903716
1427111460815015001,85.0089851,2,2459181.6114699,19.29133,ZTF20abfcszi,7.8055269,0.17266907
1425486144415015013,27.4406,1,2459179.9861458,19.016277,ZTF20abnorit,171.3584122,0.08870372
1425483290515010017,1.6927854,1,2459179.9832986,16.472998,ZTF18acpdvos,151.7119873,0.033563517
1425472740015010000,45.5922444,1,2459179.9727431,19.13081,ZTF18aahqkbt,123.8609672,0.07917872000000001
1425322410815015004,85.0089363,2,2459179.822419,19.181242,ZTF20abfcszi,7.8044901,0.13321155
1424197835815015220,-7.2664114,2,2459178.6978356,18.374577,ZTF20acqoiyt,335.5713467,0.08094720500000001
1424158055815015002,-7.2663869,1,2459178.6580556,18.293406,ZTF20acqoiyt,335.571371,0.094591305
1422553134415015007,27.4405863,2,2459177.0531366,19.255379,ZTF20abnorit,171.3584618,0.0936361
1422506644415015009,27.4405874,1,2459177.0066435,18.958014,ZTF20abnorit,171.358425,0.074577354
1422502890515010018,1.6927868,1,2459177.0028935,16.488003,ZTF18acpdvos,151.7119924,0.030229734
1422498192515015006,61.8026153,1,2459176.9981944,20.149366,ZTF20acitpfz,136.3580277,0.15478693000000002
1422495840015010001,45.5921916,1,2459176.9958449,19.140661,ZTF18aahqkbt,123.8609308,0.07310851
1422432150015010000,45.5922299,2,2459176.9321528,19.747948,ZTF18aahqkbt,123.8609125,0.19430419999999998
1422365850815015004,85.0088709,1,2459176.8658565,19.587654,ZTF20abfcszi,7.8056076999999995,0.12885185
1422365384115015003,85.0088,1,2459176.8653819,19.585337,ZTF20abfcszi,7.805495,0.11581193000000001
1422325984115015004,85.0087805,2,2459176.8259838,19.676607,ZTF20abfcszi,7.8059319,0.19470191
1422294950815015005,85.008836,2,2459176.7949537,19.674784,ZTF20abfcszi,7.8066268,0.18256974
1420528480515010004,1.6927911,1,2459175.0284838,16.476336,ZTF18acpdvos,151.7119945,0.049941972
1418233650815015004,85.0088977,1,2459172.7336574,19.630077,ZTF20abfcszi,7.8063252,0.13009116
1418228764115015004,85.0088186,1,2459172.7287616,19.621477,ZTF20abfcszi,7.8069007,0.11371221000000001
1418117335815015004,-7.2663672,1,2459172.617338,18.560106,ZTF20acqoiyt,335.5713879,0.07863195
1417264153915015005,-9.614144,1,2459171.7641551,19.839611,ZTF20abowque,34.4747765,0.18167666000000002
1416547774415015009,27.4406192,2,2459171.0477778,19.101585,ZTF20abnorit,171.3584439,0.10534104
1416482870515010015,1.6927872,1,2459170.9828704,16.484772,ZTF18acpdvos,151.7119939,0.02972002
1416475134415015006,27.4405885,1,2459170.9751389,18.81666,ZTF20abnorit,171.3584389,0.099846974
1416450870015010000,45.592234,1,2459170.9508796,19.135218,ZTF18aahqkbt,123.8609286,0.09095271
1416444713915010000,34.2620941,1,2459170.9447106,20.037996,ZTF18aabtxvd,119.2273137,0.14966407
1416217264115015005,85.008864,1,2459170.7172685,19.458923,ZTF20abfcszi,7.8054039,0.14403728
1416203680815015006,85.0088546,1,2459170.7036806,19.66835,ZTF20abfcszi,7.8064339,0.14279623
1416163775815015006,-7.2663719,1,2459170.6637731,19.004456,ZTF20acqoiyt,335.5713585,0.10439219999999999
1416135964115015003,85.008889,2,2459170.6359606,19.382149,ZTF20abfcszi,7.8059833,0.13862808000000001
1416135480815015005,85.0088515,2,2459170.6354861,19.508156,ZTF20abfcszi,7.8075273,0.12343290400000001
1416107885815015009,-7.2663402,2,2459170.6078819,19.20861,ZTF20acqoiyt,335.571373,0.103232786
1415532592515015011,61.802664,2,2459170.0325926,19.65672,ZTF20acitpfz,136.3578615,0.14420237
1415493062515015005,61.8025921,1,2459169.9930671,20.00164,ZTF20acitpfz,136.3580593,0.16963306
1415278793915015010,-9.6141706,2,2459169.7787963,20.256844,ZTF20abowque,34.4748126,0.17935826
1415249763915015010,-9.6141362,1,2459169.7497685,19.796799,ZTF20abowque,34.4748349,0.16141439999999999
1414537224415015014,27.4406062,2,2459169.0372222,19.158274,ZTF20abnorit,171.3584613,0.09420017
1414519520515010023,1.6927911999999998,1,2459169.0195255,16.4795,ZTF18acpdvos,151.7119953,0.025831265000000003
1414508254415015008,27.440571,1,2459169.0082523,18.789745,ZTF20abnorit,171.3584288,0.06404652
1414477013915010001,34.2621064,1,2459168.9770139,20.028847,ZTF18aabtxvd,119.2272639,0.18864024000000001
1414473690015010001,45.5922036,1,2459168.9736921,19.183235,ZTF18aahqkbt,123.8609167,0.07467472
1414464865615015001,22.648464,1,2459168.9648611,19.152569,ZTF17aaazdba,123.3207422,0.17688231000000001
1414205794115015005,85.0088319,1,2459168.7057986,19.550272,ZTF20abfcszi,7.806643,0.11186915
1414205320815015004,85.0088458,1,2459168.7053241,19.486832,ZTF20abfcszi,7.8058167,0.1101052
1414136384115015008,85.0088358,2,2459168.6363889,19.58016,ZTF20abfcszi,7.8063687,0.13142286
1414100985815015005,-7.2664304,1,2459168.6009838,19.690351,ZTF20acqoiyt,335.5714518,0.15939704
1413524162515015002,61.8025872,1,2459168.0241667,19.506037,ZTF20acitpfz,136.3579888,0.113705106
1413490942515015002,61.8026385,2,2459167.9909491,19.426487,ZTF20acitpfz,136.3578151,0.11424227
1413237233915015009,-9.6142227,2,2459167.7372338,19.99983,ZTF20abowque,34.4747935,0.18416449999999998
1413232210815015005,85.0087325,2,2459167.7322106,19.243599,ZTF20abfcszi,7.8063562,0.122241415
1412387804115015002,85.0088238,1,2459166.8878009,19.5251,ZTF20abfcszi,7.8065117,0.14977604
1412298534115015007,85.0089734,2,2459166.7985301,19.446125,ZTF20abfcszi,7.8051514,0.13170524
1411522590515010015,1.6927897,1,2459166.0225926,16.478249,ZTF18acpdvos,151.7119918,0.038442146
1411516934415015013,27.4406197,1,2459166.0169329,18.792727,ZTF20abnorit,171.3584431,0.07028226
1411485844415015005,27.4405856,2,2459165.9858449,19.138727,ZTF20abnorit,171.3584809,0.08179860600000001
1411449250015010001,45.5922075,1,2459165.9492593,19.282927,ZTF18aahqkbt,123.8609288,0.07218022
1411445973915010001,34.2620821,1,2459165.9459722,19.951834,ZTF18aabtxvd,119.2272657,0.13916524
1411427312515015003,61.802566,2,2459165.9273148,18.942581,ZTF20acitpfz,136.3577844,0.08876315
1411388572515015004,61.8025766,1,2459165.8885764,18.991598,ZTF20acitpfz,136.3578496,0.07470496
1411324240815015007,85.0088046,2,2459165.8242477,19.400396,ZTF20abfcszi,7.80631,0.10367223
1411232743915015011,-9.614141,2,2459165.7327431,20.11465,ZTF20abowque,34.474788,0.16596149000000002
1411176740815015004,85.0088666,1,2459165.6767477,19.786821,ZTF20abfcszi,7.807412,0.13901155
1410441224115015003,85.0087969,1,2459164.9412269,19.553205,ZTF20abfcszi,7.8067139,0.15876402
1410440270815015006,85.0088309,1,2459164.9402778,19.330883,ZTF20abfcszi,7.8056674,0.09883357
1410299384115015008,85.0087869,2,2459164.7993866,19.539537,ZTF20abfcszi,7.8051563999999996,0.15867017
1410298910815015005,85.0089939,2,2459164.798912,19.231968,ZTF20abfcszi,7.806459,0.12757494
1409441423915010000,34.2621027,1,2459163.9414236,20.131298,ZTF18aabtxvd,119.2272851,0.16460827
1405492104415015010,27.4405956,2,2459159.9921065,19.0184,ZTF20abnorit,171.3584558,0.123306625
1404516922515015004,61.8025967,2,2459159.0169213,18.423563,ZTF20acitpfz,136.3578915,0.08036417500000001
1404498550515010007,1.6927780000000001,1,2459158.9985532,16.486185,ZTF18acpdvos,151.7119986,0.032842413
1404491332515015001,61.8025335,1,2459158.991331,18.222061,ZTF20acitpfz,136.3579171,0.08869241
1404205570815015002,85.0089518,1,2459158.7055787,19.652411999999998,ZTF20abfcszi,7.8049831,0.20678723000000002
1403494164415015005,27.4405866,2,2459157.9941667,19.21555,ZTF20abnorit,171.3584898,0.15690348
1402531972515015001,61.8025916,2,2459157.0319792,18.262173,ZTF20acitpfz,136.3577967,0.08061394
1402500170515010006,1.6927898,1,2459157.0001736,16.495737,ZTF18acpdvos,151.711994,0.034189418
1402493362515015001,61.8025688,1,2459156.9933681,18.212406,ZTF20acitpfz,136.3578826,0.072970115
1402470240015010000,45.5921434,1,2459156.9702431,19.2697,ZTF18aahqkbt,123.8608254,0.18724047
1401488504415015007,27.440616,2,2459155.9885069,18.963314,ZTF20abnorit,171.3584533,0.13584122
1401175330815015004,85.0087944,1,2459155.6753356,19.3426,ZTF20abfcszi,7.805906,0.16167538
1400360034115015002,85.0088037,1,2459154.8600347,19.17464,ZTF20abfcszi,7.8062747,0.1734927
1400172694115015003,85.0088623,2,2459154.6726968,19.373703,ZTF20abfcszi,7.8059157,0.2140446
1399524460515010004,1.6927808,1,2459154.0244676,16.477121,ZTF18acpdvos,151.7120013,0.028399892000000003
1399520050015010000,45.5922657,1,2459154.0200579,19.287323,ZTF18aahqkbt,123.8610247,0.1519833
1399515722515015002,61.802566,1,2459154.0157292,17.966238,ZTF20acitpfz,136.3578257,0.07225014
1399490202515015001,61.8025725,2,2459153.9902083,18.1197,ZTF20acitpfz,136.3578636,0.055093233000000005
1398545874415015005,27.4405996,1,2459153.0458796,18.6058,ZTF20abnorit,171.3584566,0.120642334
1398508140515010007,1.6927842,1,2459153.0081481,16.490625,ZTF18acpdvos,151.7119968,0.028924886
1398398060815015002,85.0088092,2,2459152.8980671,18.948013,ZTF20abfcszi,7.8055326,0.11767751
1398256314115015004,85.008858,1,2459152.7563194,19.12748,ZTF20abfcszi,7.8068095,0.12650315
1398219094115015006,85.0088699,2,2459152.7190972,19.212908,ZTF20abfcszi,7.8067751,0.1669414
1397493770015010000,45.5922191,1,2459151.9937731,19.158413,ZTF18aahqkbt,123.860902,0.11190517
1397476030515010016,1.6927811,1,2459151.9760301,16.467052,ZTF18acpdvos,151.7119754,0.03354471
1397449062515015002,61.802559,2,2459151.9490625,18.132904,ZTF20acitpfz,136.3577703,0.0638162
1397392412515015002,61.8025527,1,2459151.892419,17.936352,ZTF20acitpfz,136.3578778,0.083843865
1397337620815015001,85.0088811,2,2459151.8376273,19.186966,ZTF20abfcszi,7.8062906,0.14161302
1397159780815015003,85.0088672,1,2459151.6597801,19.14612,ZTF20abfcszi,7.8045447,0.13198419
1392498020515010002,1.6927656,1,2459146.9980208,16.439621,ZTF18acpdvos,151.7119965,0.12578759
1390504810515010013,1.6927908,1,2459145.0048148,16.479403,ZTF18acpdvos,151.7119934,0.035045985
1390462900815015002,85.0088069,1,2459144.9629051,19.148327,ZTF20abfcszi,7.8058388999999995,0.077722624
1390407263915015006,-9.6141518,2,2459144.9072685,19.848463,ZTF20abowque,34.4748177,0.106259316
1390356794115015009,85.0088297,1,2459144.856794,19.098375,ZTF20abfcszi,7.8066377,0.07321998
1390339273915015023,-9.6141329,1,2459144.8392708,19.695522,ZTF20abowque,34.47474,0.11892266600000001
1390216900815015008,85.0088463,2,2459144.7169097,19.054922,ZTF20abfcszi,7.8063441000000005,0.11143889
1390216434115015012,85.0088068,2,2459144.7164352,19.154898,ZTF20abfcszi,7.8065979,0.12349301
1389512693915010000,34.2621526,1,2459144.0126968,20.005955,ZTF18aabtxvd,119.2272811,0.16539742000000002
1389492152515015003,61.8025724,2,2459143.9921528,18.899996,ZTF20acitpfz,136.3578966,0.07470623
1389431430015010000,45.592243,1,2459143.9314352,19.09026,ZTF18aahqkbt,123.8609799,0.07673365600000001
1389429972515015004,61.8025773,1,2459143.9299769,18.607367,ZTF20acitpfz,136.3578375,0.06763361
1389351521615015004,-10.2265194,2,2459143.8515278,20.019917,ZTF19abzrhgq,71.6578568,0.14477888
1388402910815015010,85.0088449,1,2459142.9029167,18.992243,ZTF20abfcszi,7.8065359,0.08134606500000001
1388402444115015003,85.0088356,1,2459142.9024421,19.053165,ZTF20abfcszi,7.8070235,0.06318831400000001
1388358473915015008,-9.6141611,2,2459142.8584722,19.984245,ZTF20abowque,34.4747443,0.1415094
1387487242515015004,61.8025784,2,2459141.9872454,19.354818,ZTF20acitpfz,136.3579369,0.14183909
1387453952515015004,61.8025488,1,2459141.9539583,19.055447,ZTF20acitpfz,136.357824,0.0910888
1387451150015010000,45.5921924,1,2459141.9511574,19.205187,ZTF18aahqkbt,123.8608839,0.08977851
1387445373915010001,34.2620843,1,2459141.9453704,19.940908,ZTF18aabtxvd,119.2273585,0.17266983
1386301573915015011,-9.6141381,1,2459140.8015741,19.74331,ZTF20abowque,34.4747815,0.15389268
1386280694115015001,85.0088393,1,2459140.7806944,19.033937,ZTF20abfcszi,7.8065105,0.079181865
1386238244115015011,85.0088536,2,2459140.7382407,19.072731,ZTF20abfcszi,7.8063149,0.089475736
1386237760815015003,85.0088798,2,2459140.7377662,19.27274,ZTF20abfcszi,7.8066481,0.11919699600000001
1386199970815015008,85.0088222,1,2459140.6999769,19.018612,ZTF20abfcszi,7.8059583,0.08297769
1385493642515015004,61.8025559,2,2459139.9936458,19.400162,ZTF20acitpfz,136.357928,0.14888676
1385447843915010000,34.2621692,1,2459139.9478472,20.070387,ZTF18aabtxvd,119.2272958,0.18656702
1385410872515015003,61.8025791,1,2459139.9108796,18.936626,ZTF20acitpfz,136.3578588,0.11366878400000001
1384359473915015010,-9.614184,1,2459138.8594792,19.584536,ZTF20abowque,34.4747741,0.15232445
1384240810815015009,85.0088278,1,2459138.7408102,18.918308,ZTF20abfcszi,7.8059478,0.10722029999999999
1384240334115015005,85.0088414,1,2459138.7403356,18.92734,ZTF20abfcszi,7.806852,0.093501575
1383507082515015003,61.8026018,2,2459138.0070833,19.31222,ZTF20acitpfz,136.3578729,0.13009723
1383468060015010000,45.5922311,1,2459137.9680671,19.11971,ZTF18aahqkbt,123.8608996,0.08874706
1383465713915010000,34.2621178,1,2459137.9657176,20.007612,ZTF18aabtxvd,119.2272592,0.1590222
1383450522515015006,61.802569,1,2459137.9505208,19.060587,ZTF20acitpfz,136.3578852,0.09646579
1382501620815015007,85.0088298,2,2459137.0016204,18.8124,ZTF20abfcszi,7.806671,0.08742712400000001
1382469654115015003,85.0088359,2,2459136.9696528,18.909546,ZTF20abfcszi,7.8056512,0.07468096
1382456054115015009,85.0088514,1,2459136.9560532,18.949968,ZTF20abfcszi,7.8063023,0.08294971
1382395743915015016,-9.6141457,1,2459136.8957407,19.576462,ZTF20abowque,34.4748141,0.11122373
1382314683915015012,-9.6141285,2,2459136.8146875,19.940077,ZTF20abowque,34.4747977,0.11139987
1382243090815015005,85.008848,1,2459136.7430903,18.926603,ZTF20abfcszi,7.806559,0.0871628
1380452244115015005,85.0088325,2,2459134.9522454,18.885958,ZTF20abfcszi,7.8056929,0.12312992
1380429400815015003,85.0088666,2,2459134.9294097,18.857048,ZTF20abfcszi,7.8058015,0.10335256
1380379503915015027,-9.6142131,1,2459134.8795023,19.442644,ZTF20abowque,34.4747571,0.16853079
1380256494115015006,85.0088008,1,2459134.7564931,18.966145,ZTF20abfcszi,7.8058799,0.09788484
1380256010815015003,85.008849,1,2459134.7560185,18.9055,ZTF20abfcszi,7.8057849,0.08815133600000001
1377343250815015002,85.0089059,1,2459131.8432523,18.822124,ZTF20abfcszi,7.8055141,0.13690259
1377327914115015011,85.0088513,1,2459131.8279167,18.685684,ZTF20abfcszi,7.8064242,0.10225946
1375315694115015006,85.0088196,1,2459129.8156944,18.792961,ZTF20abfcszi,7.8061508,0.10040215400000001
1375300000815015003,85.0088296,1,2459129.8,18.98795,ZTF20abfcszi,7.8057061999999995,0.10599689999999999
1375242590815015040,85.0088573,2,2459129.7425926,18.9547,ZTF20abfcszi,7.806566,0.10257066000000001
1375242114115015003,85.0088231,2,2459129.7421181,18.777567,ZTF20abfcszi,7.8068288,0.07706203
1372375110815015003,85.0088138,2,2459126.8751157,18.840088,ZTF20abfcszi,7.8065586,0.11017572
1372374654115015005,85.0088588,2,2459126.8746528,18.760712,ZTF20abfcszi,7.8068073,0.10839303600000001
1371413130815015001,85.0088262,1,2459125.9131366,18.77722,ZTF20abfcszi,7.8059434,0.10813924
1371412674115015004,85.0088177,1,2459125.9126736,18.73895,ZTF20abfcszi,7.8060851,0.10729495400000001
1371330114115015003,85.0088861,2,2459125.8301157,18.78625,ZTF20abfcszi,7.806314,0.116760135
1370514430015010000,45.5921802,1,2459125.0144329,19.126514,ZTF18aahqkbt,123.8609382,0.12687036000000002
1370320930815015001,85.0087965,2,2459124.8209375,18.838879,ZTF20abfcszi,7.806472,0.13811736
1370320464115015001,85.008838,2,2459124.820463,18.753677,ZTF20abfcszi,7.8067265,0.10002943
1369322300815015002,85.0088963,2,2459123.8223032,18.928852,ZTF20abfcszi,7.8067796,0.14541137
1369321824115015005,85.0088348,2,2459123.8218287,18.825485,ZTF20abfcszi,7.8064016,0.13198023
1369201654115015001,85.0088443,1,2459123.7016551,18.795234999999998,ZTF20abfcszi,7.8064069,0.18013376
1367507960015010000,45.5922447,1,2459122.007963,19.189217,ZTF18aahqkbt,123.8608876,0.11435905
1367448783915015005,-9.6140732,2,2459121.9487847,19.619469,ZTF20abowque,34.4749144,0.17357813
1367418123915015006,-9.6141501,1,2459121.918125,19.357443,ZTF20abowque,34.4747998,0.17634277
1367397510815015004,85.0088229,1,2459121.8975116,18.649605,ZTF20abfcszi,7.8065644,0.09495705
1367383213915015004,-9.6140995,1,2459121.8832176,19.485167,ZTF20abowque,34.4748112,0.19618553
1367356404115015002,85.008824,1,2459121.8564005,18.774502,ZTF20abfcszi,7.8061799,0.13224086000000002
1366477700015010000,45.592234,1,2459120.9777083,19.328579,ZTF18aahqkbt,123.8609375,0.117932774
1366330780815015006,85.0088557,1,2459120.830787,18.723215,ZTF20abfcszi,7.8055886999999995,0.10418764500000001
1366329824115015003,85.0088478,1,2459120.8298264,18.730331,ZTF20abfcszi,7.8064757,0.10664468
1364452843915015012,-9.614136,1,2459118.9528472,19.489254,ZTF20abowque,34.4748037,0.11802937000000001
1363421003915015023,-9.6141782,1,2459117.9210069,19.446672,ZTF20abowque,34.4747777,0.11340729000000001
1363383403915015015,-9.614188,2,2459117.8834028,19.784582,ZTF20abowque,34.4748041,0.116854146
1363358644115015015,85.0087652,2,2459117.8586458,18.650526,ZTF20abfcszi,7.8063142,0.07349931
1363346380815015006,85.0088573,2,2459117.8463889,18.709105,ZTF20abfcszi,7.8065065,0.08853912
1363328260815015005,85.0088123,1,2459117.8282639,18.86831,ZTF20abfcszi,7.8070466,0.0765436
1363327784115015004,85.0088395,1,2459117.8277894,18.71914,ZTF20abfcszi,7.8064794,0.078824505
1363311570015015029,9.074072,1,2459117.8115741,20.2058,ZTF20abrnwfc,32.6281357,0.2028573
1362410753915015009,-9.6141559,2,2459116.9107523,19.694427,ZTF20abowque,34.4748341,0.13391095
1362406973915015005,-9.6141504,2,2459116.9069792,19.720495,ZTF20abowque,34.4748024,0.11922758
1362310633915015005,-9.6141337,1,2459116.8106366,19.418133,ZTF20abowque,34.4747759,0.13015282
1361420240015015016,9.0741017,1,2459115.9202431,20.118439,ZTF20abrnwfc,32.6281497,0.17475668
1361392143915015009,-9.6141274,2,2459115.8921412,19.703163,ZTF20abowque,34.4748227,0.10327341
1361339800015015028,9.0741422,2,2459115.8398032,20.397375,ZTF20abrnwfc,32.6280929,0.19646461
1360400983915015010,-9.6141768,2,2459114.9009838,19.656626,ZTF20abowque,34.474809,0.13185199
1360354073915015009,-9.6141533,1,2459114.8540741,19.456774,ZTF20abowque,34.4747609,0.12883566
