objId,alertId,type,nb_points,norm,ref_time,amplitude,rise_time,temperature,r_chisq,err_ref_time,err_amplitude,err_rise_time,err_temperature,std_flux_g,std_flux_r,std_snr_g,std_snr_r,sigmoid_dist,snr_rise_time,snr_amplitude,data_origin
ZTF17aaazdba,ZTF17aaazdba-20,TDE,20,77491.13107812419,58540.195714072404,2.704483818955733,6.546670053556612,13266.429803520376,37.87132731686273,0.5018424561722507,0.19559168400065077,0.27399551933283217,553.5116340817158,0.29157333033274485,0.23671283588890477,10.947867645129275,9.353124596528524,3.2131498235899376,23.89334712296568,13.827192259087738,tdes_ztf
ZTF18aakelin,ZTF18aakelin-12,TDE,12,1310.6079560070464,58968.002215163215,1.8125083424588786,6.285460574214791,9828.028393637001,0.4240736029641369,2.7079033995935795,0.3444233782577427,3.9874490827813953,1710.332802709484,0.15431839774846914,0.010508260225644328,1.6407142109836506,0.1993279801053869,4.646620974258049,1.5763111813406396,5.262442844697151,tdes_ztf
ZTF18abxftqm,ZTF18abxftqm-12,TDE,12,4812.717833253743,58390.0146944489,2.1995396509609275,4.664632899397049,11012.419835350482,0.2599348150858258,0.9246606643836057,0.39558405697355764,0.49040344547070064,1336.1419042544858,0.3178397032363507,0.35469428647078255,4.290631215716667,6.763162966977508,7.784268930556587,9.511827338243569,5.560233311192198,tdes_ztf
ZTF18actaqdw,ZTF18actaqdw-17,TDE,17,1718.2011287351995,58450.54608775497,2.4091596648108977,9.077412392862588,12265.516811710697,0.3311130272862275,3.503129346318716,0.5971792199862118,3.5926603755439523,2138.389390857209,0.048247125409361845,0.17396445920641843,2.6297911736380226,1.4758978210052105,6.461012071117869,2.5266547471769325,4.034232244160342,tdes_ztf
ZTF19aabbnzo,ZTF19aabbnzo-15,TDE,15,3421.889648519523,58488.248821161425,3.95596294522218,5.680805975211611,16441.953516378664,0.22385248606258026,0.9040645423476947,1.2786570674817264,0.9978042605769989,2685.075042033226,0.2589131970158161,0.17235838037223344,4.339857043735708,2.982424500969884,4.039850126708605,5.6933069938252014,3.0938420048882387,tdes_ztf
ZTF19aakswrb,ZTF19aakswrb-9,TDE,7,3456.845741573623,58531.54346450253,3.201035529212366,3.339209858157759,14480.58391133015,0.24151349999701052,2.4844232161404043,1.4032959030348293,1.4831815794354406,3541.176555327378,0.3482478670437762,0.06471851780448082,2.605168882689229,2.4939468373242426,4.784809962925865,2.2513830433552164,2.281083784460331,tdes_ztf
ZTF19aapreis,ZTF19aapreis-7,TDE,7,7267.107757350108,58584.727274436176,2.285243081805396,6.842197191529771,11449.605963004524,0.6118401258964278,1.649300897419869,0.3581073267376663,1.59589560139511,1280.4229676716568,0.011775910307950277,0.19163430577759014,0.7893820522227752,3.1442894071183622,6.383323008829316,4.287371420504209,6.381447435392643,tdes_ztf
ZTF19aarioci,ZTF19aarioci-11,TDE,11,5526.68102761662,58600.555877611725,3.0928836513723024,3.3407372200784446,14246.612113341822,0.5256550324851392,0.5414333046902081,0.584984321937259,0.38299539334115357,1535.5091565177654,0.297036703760004,0.23711256017534027,6.316689775373833,3.9081411971728928,5.618503627169956,8.722656403082842,5.287122296080991,tdes_ztf
ZTF19abhejal,ZTF19abhejal-13,TDE,13,1906.2558961997263,58679.89232551081,4.538978217614396,7.77850610193007,17762.12220606652,0.6357644151877225,2.5521581417049166,2.7327748661868765,1.7709408239422946,5454.72490036319,0.28006454459740127,0.11158617949856146,2.189504917556517,1.0327668890761172,3.8969774519637776,4.3923015364309705,1.6609411458572765,tdes_ztf
ZTF19abhhjcc,ZTF19abhhjcc-45,TDE,45,2051.5306039950447,58684.186879422174,2.0896995650271513,3.6526011308295665,11418.119350810772,0.4735520977089253,0.7502196942993414,0.2218920817271862,0.668017095913281,875.5781027517696,0.17574311955417948,0.14102738584505,2.6198488233695403,1.7540664773137005,7.122295056538632,5.467825828373307,9.417639190912695,tdes_ztf
ZTF19abzrhgq,ZTF19abzrhgq-11,TDE,11,48387.41261323688,58763.30665285143,4.074846720624374,7.503727551731772,10323.763719925098,1.9237123023678315,2.4182071237103484,0.744645742299135,0.52712818510914,423.0759159112058,0.28180629907550603,0.3262659029541465,7.198833497421929,6.690690412558676,0.025712827001113013,14.235109720376938,5.472195017248147,tdes_ztf
ZTF19accmaxo,ZTF19accmaxo-15,TDE,15,2093.163726390929,58764.07360779818,1.942046285399634,8.399998293887995,10948.610377622204,0.29965262265283577,3.1461418028780113,0.36353602674897856,3.64165753206902,1458.8805761195754,0.07687252074533779,0.1675227720995898,1.2419615635824073,1.9056890896074912,4.407108323926876,2.306641472987579,5.342101311847742,tdes_ztf
ZTF20abefeab,ZTF20abefeab-16,TDE,16,2936.7352760381077,59007.99030854051,3.2004382859370386,5.088216633204185,14771.0761996233,0.2887062763261466,1.3265757771677509,0.7490698040536606,1.9632502939679184,1920.5508964410901,0.13473485822546402,0.09513030118021416,1.5351324934968409,0.7158644249748677,4.567800790548552,2.591730992649138,4.272550126326773,tdes_ztf
ZTF20abfcszi,ZTF20abfcszi-51,TDE,51,5009.352576563538,59040.347203130426,2.6442402642969687,17.451186048102862,10829.352769979416,0.6134252692001251,3.839572748394189,0.29417522546426966,2.057831206092255,429.61689830856994,0.21816276930853803,0.18484597460468058,4.415450687520226,4.256497472625514,1.3791861139542791,8.480377786301538,8.988657219940285,tdes_ztf
ZTF20abjwvae,ZTF20abjwvae-25,TDE,24,2649.627362170626,59043.555973641276,3.035278267953729,5.58101841401376,14497.84820041268,0.5948930492806589,0.7262600953922901,0.642647181189986,0.845297017886221,1806.229436003524,0.23240956677589275,0.14589716153607163,2.614890511796145,1.5469348067965987,5.134761352297143,6.602434760706773,4.723086565684956,tdes_ztf
ZTF20acitpfz,ZTF20acitpfz-19,TDE,19,6690.509627849749,59150.378387589764,6.003172017763418,7.910356580794758,14873.619706530211,2.1654957756968596,3.2913698299278678,1.637118219984784,0.9839938944930262,1459.176919604508,0.2941765341879052,0.24880790457425908,3.7590185147317507,4.7079864002600855,0.39661190722396134,8.039030145477007,3.666914181566688,tdes_ztf
ZTF20acqoiyt,ZTF20acqoiyt-17,TDE,17,9308.66068734753,59175.70759236825,2.144321809250066,5.065390274369759,11879.451817262008,3.08446273389029,0.982961967489819,0.27142047305348765,0.4964156605438374,1019.0755292853801,0.3311577860499114,0.20144449743864956,4.727573670054835,2.1597598489268486,4.2249564737548,10.203929241113144,7.900368697786088,tdes_ztf
