objectId,alertId,type,ref_time,amplitude,rise_time,temperature,r_chisq,err_ref_time,err_amplitude,err_rise_time,err_temperature,std_flux_g,std_flux_r,std_snr_g,std_snr_r,sigmoid_dist,snr_rise_time,snr_amplitude,Fvar,nb_points
ZTF25aaaprdb,"[2930318270015015003 2940405870015015002 2932282990015015005
 2938342950015015003 2934415790015015022 2927227760015015002
 2938299570015015030]",SN candidate,2460685.194800148,33722.600084088925,3.5960494132149505,8475.319867367492,3.2325956889754797,0.44567255454267113,2147.0191497876654,0.4287438491489143,359.4396250370505,3849.462417676655,4543.712692978853,3.40868667307627,3.4189886086748027,2.7004855429683587,8.38740758696213,15.706706708891723,0.0,7.0
ZTF25aabpoxz,"[2944231863015015013 2940252851915015009 2937306863015015026
 2940251923015015016 2940273403015015014 2932314603015015020
 2938327113015015010 2938210861915015017 2938273391915015004
 2937252221915015018 2941231201915015010 2941189591915015014
 2934252551915015008 2940273871915015005]",Early SN Ia candidate,2460689.453183876,10773.241710166181,2.583918962039447,7729.128943223658,0.330638249920861,0.5615304987699234,777.8485963587511,0.488006589958871,412.726765259677,368.9905502515021,1504.0737940329318,2.3046560847697966,4.570532552454674,3.5909328660830653,5.294844404165154,13.850049689101015,0.0,14.0
ZTF24abnrois,"[2864358640915015003 2864307510915015003 2897187450915015002
 2897223290915015002 2853294680915015001 2925213480915015001
 2913248220915015020 2893260270915015002 2906322510915015002
 2934279720915015000 2940180560915015000 2857323140915015001
 2868409730915015058 2932195330915015000 2943181950915015000
 2943217310915015000 2917212680915015000 2899172680915015001
 2880296920915015001 2927124250915015003 2901317480915015006
 2872291420915015002 2895340060915015003 2934146060915015002
 2885339220915015000 2849423710915015001 2932304390915015001
 2880256950915015001 2877269910915015001 2870358770915015004
 2870332110915015002 2911305850915015002 2866339870915015002
 2855321780915015000 2861365170915015001 2936301370915015000
 2901198100915015002 2885216600915015000 2927173020915015001
 2889315940915015001 2938329150915015000 2868199080915015001
 2853258510915015000 2925183220915015002 2945142240915015001
 2893184540915015002 2919236160915015000 2866322580915015002
 2904309870915015000 2899235420915015000 2906245750915015000
 2877319220915015001 2872237210915015001 2882274420915015003
 2882212380915015003 2940196070915015002 2889236780915015002
 2938218430915015000 2895249210915015004 2909384370915015000
 2921237310915015003 2921150760915015002]",Unknown,2459660.9585285485,1312128.9350785478,365.18349005161497,2910.4098271442663,1.1112418413688634,1213.3177805903913,38870.2443743522,77.32707365662806,6.518330824298573,1729.089033076288,4449.518064727471,9.818404050050756,13.163145828739165,2.8442789587912225,4.7225825675651105,33.75664229022268,0.0,62.0
ZTF25aaazuaw,"[2937511465415015002 2937578115415015002 2927556255415015001
 2940493715415015001 2940518635415015002]",SN candidate,2460686.443964741,13707.596837373814,3.2955303395188555,11695.50363327372,0.08026144495336128,2.215077399702302,3729.498554039704,1.2009984173684436,2003.852720105756,320.1481746373247,1663.370137489184,1.616648960747531,3.4583463697202412,2.6019088509658337,2.74399224167158,3.675453050525002,0.0,5.0
ZTF24abwsvtj,"[2898520484415015004 2926550614415015009 2924403734415015021
 2940498074415015005 2938457024415015005 2896539694415015006
 2928434664415015005 2922490714415015008 2945408114415015005
 2912466364415015003 2920527544415015013]",SN candidate,2460657.0939898794,4535.997660394091,15.466776391245553,7947.786316541249,0.33107244941306446,6.338606443207667,2552.609378696198,6.479266622718453,42370.583004295,458.5699604613112,-999.0,1.752362379923041,-999.0,2.768134900098582,2.3871183718561477,1.7770042287907573,0.0,11.0
ZTF22ablqzpz,"[2104525570715010244 2930440200715015006 2939388200715015007
 2927385420715015010 2933456930715015006 2930360250715015016
 2941338610715015011]",Unknown,2460684.787224747,9532.714078860352,2.9298318147446833,10518.221824805723,1.4275190307397758,0.6461049472388745,1909.5848712940542,0.6818538454050243,1613.8366847434354,1223.612190038143,1137.550320606806,1.5531928759012241,3.4171609392847384,3.772020734254055,4.296861907414118,4.992034772667836,0.0,6.0
ZTF25aabobjw,"[2943172243915015031 2937205503915015019 2943142243915015005
 2940107963915015022 2935135593915015020 2940143883915015017]",SN candidate,2460692.303036663,20087.434012848473,3.894593840565428,6222.500820255867,0.14039031470505145,2.457683728225916,5807.998962097737,1.3103458640303765,385.50470007976537,598.3920914331975,2591.947747752837,4.383599325574023,6.96917273512945,1.3786312402813528,2.972187685308055,3.4585808544279217,0.0,6.0
ZTF25aacaxkg,"[2945490382815015007 2937511462815015000 2940518632815015002
 2940493712815015003 2937578112815015005]",SN candidate,2460695.34455565,39543.827723129274,2.667066940789594,11670.153555208895,1.174644074653606,0.7249966454741229,11243.932598152569,0.406892585665603,1710.4876128125525,2318.38477304791,3784.3297773422673,3.799327910217584,5.8659422096161435,1.7419233762986468,6.554719930388392,3.5169036614134908,0.0,5.0
ZTF24abyegeg,"[2937203142315015001 2909285062315015000 2911134082315015000
 2921197292315015002 2925220572315015002 2939239692315015002]",SN candidate,2460663.8584956513,3768.3301054320946,4.456063480898588,11074.825185873757,0.600629677851256,1.5446515403532486,1353.7143746656054,2.4234174178756325,2647.911105273087,0.0,320.5967416074636,0.0,1.9916582843012811,6.705740072365367,1.838751940969696,2.7836966024409304,0.0,6.0
ZTF24abzvwfa,"[2920468284415015000 2925259594415015001 2938300504415015002
 2932422964415015000 2930239834415015000 2934448124415015001
 2927326994415015000 2932214504415015001 2927225414415015001
 2934386334415015000]",SN candidate,2460678.1575976587,7579.3781669905475,3.4795287161155746,11265.562246779826,0.1413519621873224,0.90188725878866,1772.4962965214804,0.7486651617232787,1598.6880761456132,767.830460809819,342.24010438647747,2.456330328292091,1.127983635202115,4.208303145645453,4.647643424607057,4.276103810126463,0.0,10.0
