objId,alertId,type,norm,ref_time,amplitude,rise_time,temperature,r_chisq,err_ref_time,err_amplitude,err_rise_time,err_temperature,std_flux_g,std_flux_r,std_snr_g,std_snr_r,sigmoid_dist,snr_rise_time,snr_amplitude,Fvar,nb_points,data_origin
ZTF20abxphdt,1357412813815015023,Unknown,3396.171877056986,2459092.0160363577,1.2560851383488432,2.5803278073090703,6033.383581636073,0.5091463019969048,0.4294707833456602,0.0653808336618902,0.5166760696571748,392.0200180414099,0.09509287318609334,0.20684214637678616,1.2334053248720098,1.6127459193826976,6.1646562878978095,4.994091963696269,19.21182505632384,0.0,15.0,extragal
ZTF20acpiywu,1423068661815015003,SN candidate,65197.13906527613,2459173.1550459946,2.245710714965395,2.6148982583052165,11285.500426937087,2.6588233175803455,0.1334608101794106,0.10296812791331032,0.06716037476677057,343.8603286689631,0.35654816614707663,0.3419303594887754,8.800051216647853,11.112141847969616,5.904153959438416,38.935135001643985,21.809765414556985,0.0,17.0,extragal
ZTF21aaugbus,1588244134415015006,SN candidate,10948.384243647524,2459320.3766125157,1.802145061993832,2.393571918598996,9092.254828490964,0.49152749169335114,0.19284554492292033,0.07306467176856897,0.13221965747271325,345.6883575996726,0.26624587938185856,0.2853763598622329,5.276555794763997,4.056102861751053,3.938169775067833,18.10299591112591,24.665067513094343,0.0,22.0,extragal
ZTF21aaxhzru,1595373763115015003,SN candidate,3786.2260882093324,2459329.728823976,1.8812818597827765,2.057190241627312,9769.096065918106,0.7168110470014876,0.682751670695932,0.19340800982112893,0.6421902950292654,839.5109264156808,0.05732568333322869,0.24235001558214792,0.6001804176195091,4.477821871912187,6.851964314643463,3.203396652908875,9.727011107361362,0.0,8.0,extragal
ZTF21abbaerh,1594265643115015003,SN candidate,15526.681806932174,2459351.9080327535,2.048817733279787,2.0902637490977027,10331.736235484008,0.41538695877257936,0.2363040579814934,0.15200832327933403,0.12816237258856153,629.0341277171447,0.3665502499438805,0.017412108862851106,6.206340207161611,0.5924349987386766,4.713259583103694,16.309496359029314,13.478325982945234,0.0,9.0,extragal
ZTF21abowsub,1712154212415015007,SN candidate,3531.803471901185,2459421.6938873515,1.7548254695445624,2.034238276409084,9056.451847526227,0.3311474104944443,1.059259495823658,0.1206380318187712,0.8339156228746583,584.7934979166712,0.09028510117913384,0.10655084865285183,1.6173439314297808,2.2268290217606053,7.37843369794028,2.4393814201449975,14.546204402445438,0.0,10.0,extragal
ZTF21abwvkzi,1719263564715015012,SN candidate,1451.0587398319785,2459459.576960121,2.7019848876737007,4.053381448182599,13328.24992609841,0.23332893483024586,1.4653484428869252,1.010595312665194,1.9909264258591097,2849.894840398959,0.1590815108864999,0.1021574478987634,0.9349258566509964,1.1306026962136893,5.206591520924308,2.0359272927092293,2.6736566594078957,0.0,14.0,extragal
ZTF21achpljv,1767141903715015006,SN candidate,4251.278085121157,2459503.672925333,2.037315614528683,2.467831947372337,10184.841947476008,0.12318870259636594,0.4321359802072614,0.383690729217775,0.8564265581368972,1459.9864225873052,0.24186911333687738,0.25030632730993596,2.170747263816539,4.19650358920556,7.281283632782613,2.8815453279974785,5.309785875416199,0.0,6.0,extragal
ZTF22aaecyrp,1923246295615015005,Unknown,3559.650352258359,2459674.0275720614,1.7787920820191243,2.573450534457287,8859.978277105296,0.6707569910492024,0.9029615621265585,0.40704678631330005,1.3142651193336177,1508.5978874021703,0.17921029190505539,0.13182621087589888,1.2752321960516393,0.8130487510588428,3.7433742787719058,1.9580908726864212,4.369994167328974,0.0,5.0,extragal
ZTF22abblogu,2105218026315015015,SN candidate,4512.864748562606,2459815.127793065,2.182545437438659,3.7795147638330664,10912.3563859168,0.21981528481991836,0.44339790115039207,0.18953215878090066,0.46355353232344465,670.4355894899618,0.19001841126402577,0.20344282547755704,3.1836813451809394,2.73422990930789,3.3412936116083456,8.153351231926129,11.515435963359037,0.0,25.0,extragal
ZTF22abdoehm,2065509386315015005,SN candidate,6695.304932691215,2459815.9723464004,3.038626006243232,2.590320716631602,3252.1965195821126,0.1898647818323087,1.1751046375420675,0.5750868461257266,1.0229889814308513,198.73020737259435,-999.0,0.0877111113522033,-999.0,1.6236689781064793,5.416738942601168,2.532110084908763,5.283768924144236,0.0,17.0,extragal
ZTF22abgdowr,2092166131115015008,Early SN Ia candidate,2262.427578614279,2459842.372336601,2.0291362567791564,2.586540701830357,10484.083467779597,0.535461805168533,0.621925833657592,0.29369486932700595,0.655058219271381,1238.921694460244,0.20682377941622226,0.17924341209312888,2.101669945067331,2.262791427771944,7.462845175935208,3.948566136163221,6.908994567827721,0.0,12.0,extragal
ZTF22abgvdis,2104473344015015003,Unknown,3495.662781460851,2459845.991421112,1.403709791717294,3.7068969406033614,5188.896605071459,0.20499817728073885,0.8412768390397751,0.1353728153170832,0.7043706098104825,531.4739457440105,0.0,0.12776917543837954,0.0,2.4977426989439,4.853762749922145,5.262708138263657,10.369214738050548,0.0,24.0,extragal
ZTF22abjqztl,2105182525815015001,Early SN Ia candidate,5342.606357316981,2459856.6417944,1.7051517592371084,2.9532104956965934,8415.453367273867,0.29743656803380897,0.5203945895417468,0.11633451134505167,0.4365070647390605,582.4083890996944,0.25976345420949043,0.26943919970597585,3.867381651710418,2.7735739175768996,3.7297762608404863,6.765550283732504,14.657316556559703,0.0,10.0,extragal
ZTF22abmzete,2111531403915015001,Unknown,6822.325104849369,2459867.5985234035,3.4679914977357726,2.5914776048096715,13263.375431320206,0.3455562419557206,0.9599199304693452,1.1014867246788143,1.2118143624556932,2247.978498844317,-999.0,0.2902218747928353,-999.0,5.979861682455288,2.866556817858575,2.138510389956219,3.1484641803077693,0.0,10.0,extragal
ZTF23aakrnrc,2346234105615015008,SN candidate,1618.5069284802012,2460084.64958669,1.936035605072792,3.099309344891801,9898.08756123559,0.5758707957569288,1.1760047217376497,0.346236078211866,1.208460105973215,1420.648664275158,0.16704201437197433,0.10252329796258089,1.3238537367684127,0.8771099696490147,5.189711745442401,2.564676590954419,5.5916633964647335,0.0,10.0,extragal
