,amplitude,rise_time,temperature,r_chisq,sigmoid_dist,snr_rise_time,snr_amplitude,objectId,alertId,type,predicted_label
8946,7310.208540833134,7.382676220664475,12930.885566679632,0.2116590264833033,3.3050738604693963,1.6795854393308909,4.622977339483746,ZTF21aagskhr,1559259444815015004,SN candidate,TDE
8947,7221.233689316609,6.870150515352498,12974.305353380858,0.2157445913722387,3.412650005457439,1.603110637897028,4.643305440923155,ZTF21aagskhr,1559302186115015002,SN candidate,TDE
9266,18353.47249374145,5.8741477557548025,19843.31513439651,1.0558601536822856,1.280297498723582,2.698183897802212,1.6081289690326284,ZTF20acjpbni,1389409391015015001,SN candidate,TDE
9445,6630.989939384752,11.606012602008542,9428.214690818384,0.253137115072323,0.9126575980214244,2.1270120594669737,2.346124656717808,ZTF24aaxmpyh,2784409456315015033,SN candidate,TDE
9461,8902.375015823965,11.980962052173826,14757.975149021671,0.6799517491335666,3.59136947902002,3.791676183797652,4.605962413254678,ZTF18accnpjg,1536308104015015019,Seyfert_1,TDE
9462,8699.117402837102,12.234930322154684,14510.454793931292,0.7010997025278342,3.3536261216247496,3.6864927538539214,4.7055020649061134,ZTF18accnpjg,1587218354015015012,Seyfert_1,TDE
9463,12388.795728037358,15.546513936993096,16488.981649645433,0.6238966600375531,2.035396931152526,2.650403631404576,2.7582947514540157,ZTF18accnpjg,1594243544015015017,Seyfert_1,TDE
9464,13877.188205709555,16.782134844202456,17038.57323943426,0.6420259292371681,1.7808611676615216,2.387926853432103,2.28539998622323,ZTF18accnpjg,1550154514015015013,Seyfert_1,TDE
9465,13623.97774497614,17.56719385025727,16612.700313356097,0.6805965124431315,1.5271770755266256,2.23242141703164,2.3421707234531928,ZTF18accnpjg,1587181494015015013,Seyfert_1,TDE
9466,15545.096675021612,18.949622418624983,17193.92690826049,0.7267910548919863,1.2801299824135342,2.0094153114329134,1.86946666170517,ZTF18accnpjg,1589245494015015013,Seyfert_1,TDE
9467,15543.8268484178,18.39832726354793,17414.305513177747,0.8051521624554716,1.259674411137787,1.89137028299974,1.8656999741164613,ZTF18accnpjg,1582325194015015008,Seyfert_1,TDE
9836,9733.778153603116,5.839736705969404,10695.646194491675,0.4223178736010961,3.066860847694319,5.854148336426688,7.358051516415713,ZTF22aajcupz,1948280815815015012,SN candidate,TDE
9958,9181.385977791017,6.126662927268812,11123.345498986831,0.2371991676543017,1.3662283604884904,2.064820317311206,3.069811546047572,ZTF21aaxlbad,1581423712915015003,SN candidate,TDE
10397,11472.603104243535,23.369799354012528,13953.129611213051,2.561555109538752,1.5924761627020572,2.96143150543233,3.30796899886578,ZTF18aahweiu,1130532983115015009,Seyfert_1,TDE
10398,18748.573242030165,30.39972890489258,14614.351820981265,2.35568447848428,0.4161194620817669,2.2668809517576163,1.6760208184290202,ZTF18aahweiu,1200308743115015028,Seyfert_1,TDE
10544,5970.498892716663,4.96696202403426,11514.747749840064,0.2093112013739647,2.523643791651024,4.490937984635542,6.276072973644973,ZTF20ablxpas,1309413322715015006,SN candidate,TDE
10634,15440.548328852994,4.744145662284012,11600.098786917755,0.4280709707421841,3.1313484014121524,4.138024379721674,4.427880901975152,ZTF23aaarwbd,2218434652815015010,SN candidate,TDE
10635,16308.481989228032,5.295261865362094,11494.23819952768,0.3198135065729461,1.913639161175421,3.343734039276661,3.953643015830322,ZTF23aaarwbd,2240478632815015015,SN candidate,TDE
10636,16929.430929682738,5.75961553965931,11049.15289956641,0.3248737143633635,1.548713152693569,2.989857642178237,3.650095761133423,ZTF23aaarwbd,2240400752815015013,SN candidate,TDE
11412,7449.385274051643,19.45458503265472,13118.697926103703,0.2173638799902941,3.4099096982812758,2.7553485423898025,3.409251574012677,ZTF20aadvlaj,1918152960515015009,Seyfert_1,TDE
11500,5343.272230917823,77.26874270061542,11928.341639066535,0.3188997813502136,0.3680873920221449,1.9910511188227784,2.6012242947421256,ZTF18abjivac,1682219214715015004,Radio,TDE
11694,6698.76697798609,5.701957537712912,13815.63164511634,0.3434161587722145,2.655830496306852,2.1216490620874127,2.9002041237134533,ZTF21abavqaz,1608388783715015003,SN candidate,TDE
12140,11925.579377176538,5.2682217934019455,11962.554292505944,0.1981293793061036,1.3993904677435849,2.3410337839781734,2.045442467245911,ZTF21abxzzys,1724184731315015002,SN candidate,TDE
12141,11655.239818684557,5.11211335361809,12010.856515148476,0.2622813998952578,0.9160826752175968,1.811773238643557,1.8809660792798293,ZTF21abxzzys,1750120561315015004,SN candidate,TDE
12482,12087.794044397804,5.131510680085108,11041.639390714725,0.3882894620333486,1.5538379752204348,4.664561803584406,5.321098479238735,ZTF23aansdlc,2384195264615015005,SN candidate,TDE
