id,type,reference_time,amplitude,rise_time,temperature,r_chisq,err_reference_time,err_amplitude,err_rise_time,err_temperature
ZTF20acfviac,SN Ia,2459125.4134611497,813139756214377.2,2.881635064419601,8243.739238797281,0.7779832258735059,0.10778783590008045,0.8270895252971178,0.19642942895615334,497.8399075697703
ZTF20acfvsze,SN Ia,2459129.0275792694,1455185567414032.5,0.009342810468646176,14065.641841374425,32.14456921981218,44.17893742362976,19.228843562646844,19.003852285936524,55043.109712503894
ZTF20acfwrln,SN II,2459027.938835308,644462651687164.2,7.02126060638254,6173.290143210653,5.223650008330427,28.460493405338624,0.22111295123298103,15.947672713655802,223.34614292497918
ZTF20acgbkji,SN Ia,2459127.0376956305,792141350876854.1,1.9278353922445686,8327.37642049659,0.641709128143241,0.06770864399063109,0.42275304075546627,0.05531706619386334,506.6894776436211
ZTF20acgdycd,SN Ia,2459127.551961466,994441089536770.5,2.8138366931245185,10092.870545514064,0.22671174860536616,0.05714783579836924,0.6077200388549002,0.06245749590156238,587.9674161429148
ZTF20acggvnn,SN II,2459042.2793245446,539741958672825.5,1.1545183621998234e-05,6113.9624887879345,2.7130450631475815,4.588009048833618,0.06431175331943528,26.833925664489044,113.75644584848487
ZTF20acggxac,SN Ia,2459125.4252665057,1077298301129640.2,1.2592515005983003,11114.981428840916,0.5446001055763179,0.23227715934663523,3.4444945954093855,0.5789775152518314,1997.3901814364108
ZTF20acghodf,SN IIn,2459135.24366702,997622634183886.8,13.771634416403275,8280.827564130517,0.39106667333729067,0.3957288969591704,1.5804414033288614,0.34689997919658666,268.866118219295
ZTF20acgided,SN II,2459125.5075872825,1382434558407019.5,0.950071285035565,12913.503091510092,0.3447824464828288,0.1692752896887855,2.130362203562422,0.10239227967516651,1488.1322310499536
ZTF20acgigfo,Nova,2459131.464894971,3466316378020022.5,2.3549590937867517,5683.7520008091615,4.424324678272673,0.3610635335964889,20.39243380835206,0.1371465904006135,323.116224961846
ZTF20acgiglu,SN IIb,2459138.0084306044,922519620292852.1,6.57192622446595,6107.550387937842,3.5046207289207563,0.3857088585076153,1.2469898743504424,0.19934115935403346,221.12844933654242
ZTF20acgksph,SN IIP,2459129.994707261,1190849346370025.5,7.785262840019861,9199.73881222124,0.11341421439691064,1.18725681983503,4.171024783838062,0.8013534551745982,954.9932927236714
