id,type,reference_time,amplitude,rise_time,temperature,err_reference_time,err_amplitude,err_rise_time,err_temperature
ZTF17aaapufz,LBV,2457009.095009218,2370468843409856.0,154.78931157564037,19184.723902890797,29.87334878089637,19.817146357684237,23.474267651608134,15394.10727493075
ZTF17aaburzk,CV,2458689.7063674624,1367228164294591.0,24.75819075624617,13791.831289459202,45.586856537953125,0.810834576627558,14.780452380045823,290.5601293013233
ZTF18aaacdnd,Ia,2458886.749249706,1012298732993820.4,24.38396568439309,10804.617516616398,33.969395309313555,2.2399614724167467,16.817837551478966,587.8492569328519
ZTF18aaacmak,Ia,2459083.277574464,701903792951972.5,31.736760445963988,7576.738265170214,0.5994066223469787,0.1325631747832503,0.2189456762930208,530.0547204315726
ZTF18aaacqmh,Ia,2458900.8427439043,193645698503800.4,15.139251177379416,5889.426939729427,38.881738494647976,0.0029199413318377054,17.635396064561377,42.540878245901695
ZTF18aaadtdc,AGN,2459520.201555039,3295412281994143.5,248.76344055944605,4797.32642740647,2.4461514577480785,21.763209875666874,1.1797585980065333,219.7638396297184
ZTF18aaapivw,Ia,2458960.0796770565,2331354999530257.0,507.47154182058347,3575.4645134973675,0.0,0.0,0.0,0.0
ZTF18aaasyae,Ia,2458501.239587966,140824437026589.8,22.368760193175202,5889.425142462822,47.67489683877491,3.5758429799415126e-06,0.2679932934392616,1.6480046666711132
ZTF18aaauuyo,Ia,2453823.0526350844,670747549545306.1,16.351426188111166,4986.105003190044,0.0,0.0,0.0,0.0
ZTF18aaaydjb,Ia,2458766.605135593,4334038708077142.0,51.43059657900782,2519.5347357948062,0.787620511833474,0.8502604844203638,0.6668975319142454,43.630885262731454
ZTF18aaayemw,SNII,2458839.491287721,775694637954884.2,199.6774828981716,6264.684171967503,1.5328897941105715,4.006938527501685,2.86341235247098,1650.4095574168496
ZTF18aabszir,Ia,2459278.0375579265,3253187167093231.5,707.1993215746128,3138.684812528042,9.296122007450139,7.609015719870874,20.938181368146388,208.44501594538337
ZTF18aabyhlc,Ia,2458629.4176011365,987607700916692.6,1034.3398590435215,6101.920861076276,11.90606304024997,7.389393504942982,19.753881936733983,843.2320321478442
ZTF18aagrcfl,Ia,2458830.67007802,720497381793130.1,2.694574134826728,7588.158183057639,0.8484792396616483,0.2544830710621291,1.6008058208373805,361.9879534254778
ZTF18aagrdvj,SNII,2457836.76231507,556765209421350.25,67.26874818126181,7306.250787518217,43.53846850683366,0.027552647306116285,20.671737857353367,151.27044964365723
ZTF18aahbfcr,SNII,2457135.004812223,519274273185110.5,49.72677305238537,7355.364152456753,48.54307792492945,0.015337500460805842,22.16339469037862,132.42723106689346
ZTF18aahmhxu,SLSN-II,2459380.7323840866,1713481478416376.2,475.59019197994775,7756.043346286733,5.481196023363199,14.398517306550918,10.8817468874161,10833.435653177472
ZTF18aahqkbt,TDE,2458561.3267331948,1086133922565448.9,34.63360117821729,13255.95144135114,21.66107725295646,6.196230197536636,26.336308373800875,782.912964547565
ZTF18aaidlln,Ia,2458905.1076919674,743775633456137.5,145.5565068145716,7514.671160947652,23.196201746673623,16.88194313411274,25.467498082536924,12548.637103662444
ZTF18aaimxdx,Ia,2458987.4797419966,811038150749829.0,4.044755411784706,9672.567618671254,3.0464748389785195,10.923749975761284,3.2967537122188446,3611.462601197815
ZTF18aainvic,SNII,2459231.935995465,1569807003987553.8,1533.1682517297038,4568.308438591565,0.0,0.0,0.0,0.0
ZTF18aaiscil,Ia,2458817.964291227,674494612270385.0,154.22220761642163,4951.519905702305,0.22382466316727967,1.0259907292247124,0.3548080957325896,367.45112977101826
ZTF18aaisyyp,SNIc,2458743.973158348,693112339391003.2,22.319009092239813,7644.180323967747,1.8931122463981467,0.5712300192799482,1.0766579169337638,674.488620349392
ZTF18aaitowa,Ia,2459462.756333783,2111198584610997.0,366.04764785896003,6177.770731999525,9.78538721007579,16.155929819067204,5.606928067223992,13385.480669106017
ZTF18aaiyqow,SNII,2458372.303946426,172287980165877.97,32.99950332370353,5889.226968686268,47.76685573138127,0.0035121765835732788,18.44176815503534,43.35150359369027
ZTF18aajczsi,SNIIP,2457624.2157528554,319948423340112.7,0.29582493876916655,7693.297284149876,0.0,0.0,0.0,0.0
ZTF18aajpjdi,Ia,2459079.383807648,689049095426137.4,8.150579874436984,7689.4081916101995,42.627188409532266,0.3159477156210091,25.55032553271859,588.9324271075984
ZTF18aajwbhh,Ia,2458812.7065341715,913044044491901.2,24.142091806815298,10666.543273993626,35.54692755188812,1.53311164309412,24.692220406306305,436.6311152792441
ZTF18aajzata,Ia,2455508.954395047,3082448701054353.0,34.753826794693374,23276.334982886183,0.0,0.0,0.0,0.0
ZTF18aakglgw,Ia,2458777.7998709776,45791023780675.375,11.53113109411891,5888.832111904048,38.433849103155865,0.05413454755900737,26.46153954752768,195.58526934842985
ZTF18aakrzml,SNI,2458923.87232292,4394366741704654.5,269.35120666925036,2641.023253855382,0.8173625288084162,4.512741891976567,1.2183202050527884,88.19830193037751
ZTF18aamigmk,Ia,2458843.4914224814,342757073883218.6,5.152233951177333,7694.626879691742,37.677549254332526,0.044873167586640506,25.86697243858761,227.93509620691066
ZTF18aamlhee,Ia,2458889.33651575,1017412790474820.2,460.8693737319176,6430.852183849829,6.847532411394747,8.019613094725745,7.250751224689012,1455.3341909973487
ZTF18aaoektp,Ia,2458448.884346819,627825945277508.1,33.77420519227761,5432.298467910724,50.171941732260464,1.447696765035186,27.279486522021877,826.2638320545539
ZTF18aaqkoyr,SNII,2458972.081864204,1581727777989066.0,567.3204263143293,8022.711463965309,5.321509734453771,23.866840430177184,7.576473211424645,12857.350025649092
ZTF18aaqkqxi,Ia,2458604.557979037,451322447339136.8,16.628302982212407,7693.2784310747475,35.618119473382876,0.040334863409272614,20.949233441688023,211.89995644490682
ZTF18aaripcr,Ia,2459149.013688991,1679866835534638.2,403.5060333692291,7681.667959189927,0.0,0.0,0.0,0.0
ZTF18aaroihe,Ia,2458636.810648913,527714531558793.7,25.27301667792194,7692.7016544333155,41.763304570789614,0.08450009136536529,17.162671212824208,300.16080196926396
ZTF18aarymnz,Ia,2456886.7297345595,721817029686707.4,980.4553121233081,5724.204168867021,25.828544468575025,4.8868848019661115,14.99391110173859,515.6718089727906
