ZTF20abjwvae,ZTF20abjwvae-27,TDE,5.671770629172094,4.418316366905304
ZTF18aagtega,1210382451315015004,RRLyr,1.4965650774370132,0.5924072818272641
ZTF18aabejxc,1213436281315015003,RRLyr,1.2878496804665627,4.855389345504967
ZTF18aavsgms,1210339952015015006,RRLyr,151.54283994123995,0.0010193599023684214
ZTF18aappdak,1212441771815010023,RRLyr,77.46674282019475,0.00291807803445545
ZTF18aawihcn,1214446290615010000,AGN,7.523187695184241,1.845395920572563
ZTF18aamgtid,1215381846115010000,RSCVn,2.2376572858796773,1.35183133144532
ZTF17aaajafo,1495332121215015009,RRLyr,7.478276445908211,3.6948349598483348
ZTF17aaclnpe,1519276501215010000,RRLyr,-0.010520621828321511,1.3357531530618163
ZTF20aakpwam,1510332832515010002,QSO,7.708021281332466,0.7747501597885854
ZTF17aacnugc,1513419143615015008,RRLyr,1.3405421414657144,0.9137267421728132
ZTF18adakzvk,1514335605415010001,RRLyr,3.733706395125,1.2784232739398071
ZTF17aaaoiyd,1500252301315010053,RRLyr,7.171474785502869,3.8280306121906325
ZTF17aaapfca,1502336136315015002,RRLyr,15.118554880486318,1.0582793836314468
ZTF18acvdqhz,1502328110115010055,Star,0.037706093622053245,1.3725911204474681
ZTF18abixkdm,1516425015915010003,RRLyr,3.699286835672456,1.6712480722369292
ZTF18abwxbnk,1497183391115010021,RRLyr,108.57066320246878,0.0014988349419283093
ZTF21aacvrxt,1518190984515015019,EB*,5.4073135411758315,5.954035273709561
ZTF18aacfokt,1503218790515015006,QSO,10.066241961820213,1.5648011847185612
ZTF18abnjtcr,1499544725415010039,RRLyr,29.276462526758923,6.123960662564412
ZTF18acuaihv,1497150712815015004,RRLyr,-0.6001606318973497,3.1342126276781928
ZTF18acbbcrt,1499486081415010002,RRLyr,4.106176594445613,2.422798020317863
ZTF18aaixwvh,1515514095315010000,RRLyr,45.57337208767866,0.05354214793054608
ZTF18acwxnmp,1496259000015010038,EB*,3573.36866968152,3.509987224893966e-05
ZTF18acdycxn,1498153114315015008,AGN,7.073509474238213,1.6329416377887551
ZTF18abvlent,1499151936315010006,AGN,8.542017526525472,2.5528880116551105
ZTF18aaieyvr,1514458183015015001,BLLac,4.695211479197089,1.8470423912356644
ZTF18aaaooal,1514286700315015003,RRLyr,-1.432962861205671,7.547705639318474
ZTF18abavrhs,1519407323615015002,RRLyr,28.56905096514998,1.7369379764110562
ZTF18aaiwljx,1515453872415015000,RRLyr,1.0495870371556903,1.4512985204506692
ZTF18aajryoo,1513530270815015007,EB*,47.49145611443294,0.005467016426127791
ZTF18achrmsk,1518147345715015005,EB*,302.48957127249366,6.057565437795678
ZTF18abmpdto,1494541825815010004,RRLyr,18.851983242110272,2.486478756367329
ZTF20aavxkkm,1499533003115015026,QSO,60.58581169413663,0.0027550335634885
ZTF18aavvbls,1517481972115010001,RRLyr,11.811690178116532,1.5745397152640923
ZTF17aabzvkl,1499173925915015014,RRLyr,21.542625264620906,1.6071801476042478
ZTF20actvion,1499308432115010016,QSO,5.415674712164975,0.42075251724661245
ZTF18acpwlpb,1498353710415010008,RRLyr,1481.620990422488,0.009022012890818673
ZTF18acnolfz,1497421302015010007,RRLyr,0.2597601219645716,0.561980425143411
ZTF18aaripcr,1246258571615010010,SN Ia,11.99310660664421,0.12225048635567148
ZTF20aaawmxq,1113408200215015006,SN Ia,5.574305671256318,9.862679370518867
ZTF20aaavvlv,1118304125115015020,SN Ia,9.404539144841989,19.256576010384613
ZTF21aabgdda,1477430533915015003,SN Ia,2.9796410930244632,4.202991879478268
ZTF21aalkltz,1516406210415015022,SN Ibn,6.819016797202069,6.748898126827587
ZTF20abgwfek,1274213115515015009,TDE,3.747071889438772,9.125902340711106
ZTF20abejvpr,1275237334615015008,SN Ia,2.7944793724829684,12.906836735219754
ZTF20aavnnzx,1214443920815015015,SN Ia,0.203535316761045,4.027739684362431
ZTF20acpqagp,1428211941115015005,SN Ia,7.001306412346806,4.3459029025036
ZTF20abtjjhb,1338338792915015002,SN IIn,-0.07023770642653063,4.525097523771931
ZTF20acvdqtg,1450298623415015006,SN Ia,4.305040157929004,5.213282714532912
ZTF20acwphqb,1449526185515015005,SN Ia,4.442825359299448,2.145371590339312
