objId,alertId,type,ref_time,amplitude,rise_time,temperature,r_chisq,data_origin
ZTF20aaybqae,1231274742115015004,SN Ia,2458973.4267618204,1.7222738445305883,2.1619421255476445,9687.922041697027,0.3441313990795925,tns
ZTF20abapyxl,1246395680315015015,SN Ia,2458988.177665759,1.346407370912048,2.1010833336769226,7415.87407272878,0.3884245652337723,tns
ZTF20aazhtvi,1246401180715015006,SN Ia,2458984.332715108,2.106717226204471,2.7851531520559845,10836.651660861302,0.4819601397411354,tns
ZTF19aawmcjt,1246398371115015009,SN II,2459041.43779922,9.999431037461886,20.59146142716671,7139.967630248533,2.4507365829179717,tns
ZTF20aayvqhl,1244194125915015011,SN Ia,2458980.610853395,1.9980703581234285,2.543637276660284,10354.585641648086,0.5219665520211381,tns
ZTF20aazpwen,1246399315815015015,SN Ia,2458984.420931285,1.2653681118274271,1.191923890721927,7037.882166251568,0.8151161340098944,tns
ZTF20abccojn,1244346862415015018,SN Ia,2458999.680433514,4.872711595956636,2.8502946055000318,10605.922043801362,0.0091637245806824,tns
ZTF20aazooyu,1246309990815015004,SN Ia,2458985.350306052,2.237794185283882,2.3850842623016058,11606.85385991383,0.6408447401877289,tns
ZTF20aaymbjk,1231483962115015026,SN Ia,2458977.620415089,1.4104027121317122,2.218872319695566,5520.463581967451,0.1280700415403201,tns
ZTF20aaxxcms,1240435236015015015,SN Ia,2458972.254107435,1.4090528551579549,2.1491094297194677,9468.861159763745,5.395639407356328,tns
ZTF20aawcjrx,1232181703615015009,SN Ia,2458966.852441428,1.3405092518335364,2.029536425655104,5280.547141777982,2.1992224946012198,tns
ZTF20aacbyec,1243231583615015005,SN IIn,2458955.758992226,1.2653260638291044,0.9865803136484972,4929.915065077328,3.081466603441957,tns
ZTF18abgpnti,1243473433015015024,Varstar,2458968.3403900345,1.3997212441617877,0.3019740925552784,4050.387575297139,3.363420849232532,tns
ZTF20aaxuwuh,1240309622515015001,SN Ia,2458972.659048321,1.5785986923698263,1.797703033003424,9834.364527642048,4.049116464268124,tns
ZTF20aayvubx,1246269904715015013,SN Ia,2458982.985657003,1.779457886316635,2.161119626113255,10006.879075468576,4.421442252857374,tns
ZTF20aavrukn,1237298354015015009,SN Ia,2458672.9265990984,1.6149940885590366,289.8832261453222,7275.233319304203,15.22385493396723,tns
ZTF19abkfqqp,1042314615015015000,SN II,2458731.502621574,1.4160169021467466,0.9674126798090756,4270.296568424848,1.176189310144407,tns
ZTF19acdihrz,1036335975815015001,SN Ia,2458761.300062433,1.0498762759316729,2.2927025459700063,6274.876771399475,10.409268054116344,tns
ZTF19abqykei,1036369022115015006,SN IIb,2458896.600972663,9.86890647867966,58.95137675153101,5003.22174582359,0.3686229486794293,tns
ZTF19acfsqjx,1042102502615015007,SN Ia,2458775.219814131,1.2138427528764355,2.520345427321341,6756.700725402833,0.4009953730895493,tns
ZTF19acjtlxe,1041121593615015007,SN Ic,2458785.541839025,1.4442091432683952,1.4888932254188518,7933.602754604769,1.345882094292609,tns
ZTF19acigkma,1050099883415015001,SN Ia-91T-like,2458783.024494575,1.6096201812513358,2.228351780762824,9501.07816490066,1.2213441608415572,tns
ZTF19acrcupt,1058102001215015004,SN Ia,2458798.023930848,1.369632091065811,2.787457515620055,7122.3697410951445,0.3847581552916423,tns
ZTF18acaxfpa,1043134075415010006,CV,2458767.6030494524,9.99999893584969,3.265110169782574,30950.94158285518,40.332635490858365,tns
ZTF19acftaml,1040170551415015004,SN Ia,2458562.320884575,1.390525694149903,19.375594742770527,9406.573189566374,6.536577340799608,tns
ZTF19acngsnb,1052190851415015018,SN Ia,2458768.082296152,1.2023875670507664,1.15709453039099,9874.72291936342,2.78662791220836,tns
ZTF19acjqecl,1058275300115015004,SN Ia,2458784.760725045,3.632809637500184,1.82752843675336,17598.165656031924,9.487915023623987,tns
ZTF19acihfxz,1044106813015015012,SN Ia,2458784.315614111,1.466008364535244,2.4671092818230917,8798.50450227869,0.5549638437896193,tns
ZTF19acmbiad,1058432252115015061,SN Ia,2458792.783422978,1.7037985030611198,2.3230438901348385,9972.382233642911,3.9857777549029487,tns
ZTF19acjurot,1058126442015015014,SN Ia,2458787.984207992,3.851408144385693,1.740131700156984,18512.41909537822,8.777512626252411,tns
ZTF19acmwkul,1050548223515015017,SN Ia,2458790.5095055937,2.1841292927376275,2.397294383277273,11313.952839539636,0.2489348045783821,tns
ZTF19acjnaxa,1044534534015015011,SN Ia,2458779.6756895515,1.6904937111901508,1.6769787209938878,9134.372892607416,0.7346067746667253,tns
ZTF19acnqsui,1045471753415015004,SN Ia,2458790.734718264,2.1065557974030606,2.812369493622892,10373.084813099957,0.7655926686822179,tns
ZTF18abtgnxs,1058223405015015012,AGN,2458848.2734023,6.137905250566637,24.411777349825385,7344.713635387054,4.632749560173914,tns
ZTF19achetvw,1040301971515015003,SN Ia,2458781.5946056354,1.457003025861902,0.6945861058004166,4576.157193906915,1.51036578836533,tns
ZTF19acgcshq,1039472313515015001,SN Ia,2458772.8222702625,1.2107720375748416,2.5769230091676407,7586.5185065071,1.0999133410954456,tns
ZTF19acihlft,1058089961615015009,SN Ia,2458788.92550909,3.882537111399028,2.048468910330834,17592.632299886212,47.51728527481677,tns
ZTF18abficyj,1058120465115015000,CV,2458743.327732944,2.423276442774658,87.77232603662267,3975.033621128056,1.610788541571337,tns
ZTF19abxequc,1058111623115015001,SLSN-II,2458767.4179017465,1.4097698569168595,8.999194078192367,7017.027046959977,0.1196622766475228,tns
ZTF19acqupbp,1052375825515015004,SN Ia,2458793.143892798,1.1949713332178928,2.4149100030265327,5996.107770852124,0.5307554925214608,tns
ZTF19acenveq,1035208351715015005,SN Ia,2458763.284462929,1.2893394356015877,1.513322688413529,8716.756948043574,5.1514691803161705,tns
ZTF18aawwbqm,1052487552115015014,AGN,2458747.175445192,9.999995440998047,15.301318448388178,25733.72184327629,0.9798945576845872,tns
ZTF19acoxgqw,1058410930515015011,SN Ia,2458792.985826323,0.9990692360645764,0.0206544043810235,7486.308860557069,13.42951214361342,tns
ZTF19acrmmpq,1058125530115015005,SN Ia,2458802.105135784,1.5818343986737189,2.390565362878909,7890.809931636806,0.2784225915372599,tns
ZTF19acokzjy,1052488004215015002,SN Ia,2458795.689389079,2.2268643770492944,2.662296168141828,10749.376356284029,0.9406604723408812,tns
ZTF19acmelor,1058142085115015005,SN Ib,2458791.2827929026,1.3220284655977534,2.95449053422943,5246.463798498958,2.82495197126371,tns
ZTF19ackjrru,1058433631615015005,SLSN-I,2458793.1352971336,2.8361689709673086,9.02529739798853,12619.0776322499,0.3116679078920988,tns
ZTF18acxhfkq,1050092963815015013,CV,2458797.2972387904,1.636403268979487,4.966320477778361,9065.317520032682,1.0218505993980205,tns
ZTF19acgjpgh,1058548486015015001,SLSN-I,2458789.8024175344,1.9305593941092487,9.238618831611118,8641.16746054162,0.9941778289411672,tns
ZTF19acmxidf,1052491635415015004,SN Ia,2458795.791957302,1.9979886411446983,2.370130944386368,3864.555837072118,0.176919570059386,tns
ZTF19acjuomg,1050098980115015009,SN Ia,2458785.087835064,1.5638704634940728,2.078293173289954,10006.572040517814,0.8107343468741242,tns
ZTF19acfecsg,1035184893615015010,SN Ia,2458772.1827611304,1.6518623808845825,3.3532830846580457,8392.998585551133,0.7204606946209356,tns
ZTF18acetunp,1035204223215010008,SN Ia,2458760.7362177414,1.5706242521371194,0.0534004141342789,8701.799227054998,0.1397825363633559,tns
ZTF18aaxuzxa,1052234456115015002,CV,2458842.3659073706,9.999938031729132,18.214868320454823,12329.460420068932,10.680979101306084,tns
ZTF19acifuyf,1051380084215015005,SN Ia,2458785.759451148,1.2881063836942497,2.3550128115184195,6295.575115218672,2.5797321998291447,tns
ZTF19acmbjvi,1050551015515015005,SN Ia,2458788.4542105966,2.4177455793627143,1.9768179336419416,11601.903652783756,0.5940500624177737,tns
ZTF19acrcxri,1058145826015015015,SN II,2458798.74056125,1.5644319263009057,1.1911821664312114,9024.283965919252,5.150248823014543,tns
ZTF19aclkbqc,1050100354315015017,SN Ia,2458791.2482895665,1.769804044638867,2.727702945505277,9035.14547371934,0.4789439209116954,tns
ZTF19acitkzs,1051079891115015264,SN Ia,2458784.331142132,2.233095999987865,3.1559712390347063,11343.481329933962,0.5146163008760466,tns
ZTF19acukucu,1060233322515015012,SN IIn,2458831.2255613976,9.998870158760896,9.345699304977211,6558.635060221565,3.147730673944953,tns
ZTF18abyxjyc,1060092904615010005,QSO,2459083.0613407623,8.742524553316338,156.15371551409976,5878.429300040473,1.049406210576996,tns
ZTF19acngsnc,1057148961415015011,SN Ia,2458791.3048380585,1.733158157705576,3.5401926249645426,9358.634486981042,0.8086669074548951,tns
ZTF19acpmuwu,1060141965215015007,SN Ia,2458794.6137737413,1.4746222883641782,1.950645816162478,8240.895000438197,0.6741685145948202,tns
ZTF19acanzwg,1060205531215015008,SN II,2458797.827272204,1.6200722489665846,9.711334089866009,5395.175417023533,0.3611236569472268,tns
ZTF19acnzkph,1060169723115015008,SN Ia,2458797.0288823047,1.3729222850222764,2.1358892034706303,4975.006527720665,3.204836561673908,tns
ZTF19acpgaet,1058233582515015038,SN Ia,2458793.445408612,1.3435895213704665,1.699084790353529,8257.773692956986,3.667373933684311,tns
ZTF19acnkeji,1060206495015015010,SN Ia,2458793.490006791,1.0942218856594517,1.5776009664261623,7324.808819932564,5.79955721718986,tns
ZTF19acoaoty,1060204570515015023,SN Ia,2458794.853203894,1.5752948638337,2.6928658035858524,8675.212655967862,0.9676917278889334,tns
ZTF19abirmkt,1060152564015015037,Nova,2458792.226338197,0.9673518034039637,5.582030156378809,6975.26860753838,13.479746338730088,tns
ZTF19aclobbu,1060178441715015009,SN II,2458788.725261364,1.3324275743783958,0.9952798173800368,7020.5870282448695,2.460678597450427,tns
ZTF19acnfjyw,1060107035615015000,SN Ia,2458795.089557953,1.539680942652889,2.4191926341668406,8215.994318152876,1.208229376477288,tns
ZTF18abvdmfx,1046209140815010006,SN II,2458771.6150383465,1.3117966359174984,0.6942211260880068,5523.467274904163,0.3809471322665383,tns
ZTF19acnjwgm,1060204105815015010,SN Ia,2458796.3640061584,1.8623036051592097,1.9983505704570477,10437.441429841412,3.175803834895916,tns
ZTF19acapech,1060212830715015017,SN IIn,2458832.047936949,3.9860572273501274,28.064646918784234,5053.92165038639,0.2677808222435728,tns
ZTF18abkkuhc,1060199960115015009,M dwarf,2458799.0368032414,1.7121684731476627,10.489337247872948,4336.469535120949,10.228673122970116,tns
ZTF19acfwynw,1049207190515015002,SLSN-I,2458838.329677179,9.947092415109084,27.742813229906915,11430.262131295684,0.0920867318576536,tns
ZTF19acmblbi,1049429585015015007,SN Ia,2458789.0258916304,1.775917142893472,1.8006565118173083,9308.600225341925,2.34352324161369,tns
ZTF19acjdufa,1047331601015015000,SN Ia,2458782.794921367,1.8221464811059769,2.173483852135031,9592.867057400155,0.5654281520937093,tns
ZTF19acruqph,1060148844715015002,SN Ia,2458800.836675799,1.9297066713793267,3.3889777653123345,9468.192284439903,0.2394207124202963,tns
ZTF19achaspq,1049090240815015023,SN Ia,2458786.420433324,1.4003168924331513,2.302469891773108,5450.617519708199,4.609518084545702,tns
ZTF19acshkft,1057197590815015018,SN Ia,2458802.432556743,2.97081110055163,5.151726952330828,12308.583752942644,0.3898625619894354,tns
ZTF19acryaon,1058170052515015008,SN Ia,2458801.294045173,2.0931560939915705,2.123558627242208,10765.663264872415,0.6494036169283463,tns
ZTF19aclljyq,1057164325915015007,SN Ia,2458789.9124438283,3.311848540080175,2.36179303393693,15727.76334289329,2.6093040951838984,tns
ZTF19acitnck,1058123641915015006,SN Ia,2458784.8525093943,1.1579970186717636,1.8105913461775376,5945.215529254698,28.359579131001468,tns
ZTF19acojuzv,1057432884715015015,SN Ia,2458796.198092668,1.8571191032153995,2.594180768981444,9726.36439241418,1.215728759175916,tns
ZTF19acmdpyr,1057121780915015021,SN Ia,2458792.965499128,1.9232004821494613,2.6230424375895907,10198.805473028204,1.0772912189796855,tns
ZTF19acjfhom,1057412841515015014,SN Ia,2458784.5896552308,1.942598643827749,1.4810995168754386,11868.189310540192,4.097810675693028,tns
ZTF19acojxzo,1058432251815015001,SN Ia,2458795.7629158003,1.8485924650555332,2.272368724225206,10333.95672089153,2.92098604703743,tns
ZTF19acrdqej,1060207880315015012,SN Ia,2458800.7780868867,2.197454022644984,2.5142514758871077,11306.089835392651,0.2961074565025001,tns
ZTF19acmgyka,1058326871115015015,SN Ia,2458791.524409272,1.1658222558949805,1.859117204554596,6247.691743001238,2.482109816262597,tns
ZTF19acordoi,1058128172615015010,SN Ia-91T-like,2458792.311239124,1.8217924538648336,1.99341766065382,11469.81324451624,0.9654856645436642,tns
ZTF18aakrzml,1058558544615010014,SN I,2458924.702876203,9.998516295351692,49.56709721527165,6196.19866249207,25.530260671933537,tns
ZTF18aaiscil,1058557633515010007,SN Ia,2458785.222339684,0.9650272388911516,0.4114831244538475,8523.121995613414,32.94144541653949,tns
ZTF18aaqzhib,1057101091515015001,AGN,2458780.331699637,2.256761222050633,5.3329029364982885,11916.045591405353,1.0963879765911246,tns
ZTF19acqxoll,1057165752115015001,SN Ia,2458797.115275993,2.215043249400225,2.708789128398655,10782.792935410856,0.4563841689634911,tns
ZTF20aaophpu,1158192104015015013,SN II,2458898.18977786,1.3230203549061517,1.1143585743028783,7324.46931290113,1.0624901713058723,tns
ZTF20aamnvij,1158233550515015003,SN Ia,2458892.723067184,2.3060440380463025,2.8808801569555302,12009.887953920814,0.7449420277300465,tns
ZTF20aaormnl,1158246554315015006,SN Ia,2458902.145331628,3.8158558939567846,2.717850877624665,16218.248696496774,0.2697842054667717,tns
ZTF18aabsygo,1158246551915010018,SN Ia,2458874.785656529,1.0504245837267128,0.6463224287337563,7090.130370990054,2.893976405300871,tns
ZTF20aaogrqe,1158143113915015007,SN Ia,2458899.349754651,1.6428063287061976,2.760215636375439,9058.912850356512,0.1775263478338977,tns
ZTF18aaaibml,1158226860415015042,SN II,2458597.643745479,1.5187822644257591,25.953510546299352,8231.805391509795,2.9578901271294105,tns
ZTF20aaosoct,1158252560915015001,SN Ia-91T-like,2458903.712566857,2.0800023927007243,2.8660210910921133,10070.17043966329,0.0852960227166955,tns
ZTF20aaodkvl,1158535912115015053,SN Ia,2458897.580670576,1.636049302880613,1.8753932283639156,9536.758480421004,11.410495908115188,tns
ZTF20aarcpql,1158245643615015000,SN Ia,2458908.2778043537,2.690799889880504,1.8268149462938283,12670.74795177532,2.18091438738815,tns
ZTF18acclkfa,1158169531315015015,CV,2458910.451817796,0.4132086211746732,9.245990924884875,5163.249922157473,136.47195978694842,tns
ZTF19aaklqod,1158250203215015012,SN Ia,2458884.599474553,1.0149036892074577,0.4199285672621535,7321.060995583408,69.98249320139227,tns
ZTF18aawwbqm,1158171002115015019,AGN,2458882.357167618,3.4040665358448337,0.0243596727354031,16204.184249744952,2.080792527161531,tns
ZTF19aaiqmgl,1158207921715015003,AGN,2458910.5548727545,2.7847560055897165,28.818682987528344,5803.797706999737,1.2535362954721203,tns
ZTF20aamknna,1157436213115015004,SN Ia,2458888.0810777755,1.556355266613666,1.664163433884324,8533.684326214265,3.999147087526742,tns
ZTF20aaqbach,1157446364015015010,SN II,2458901.053707676,1.6660335720160513,0.8928247741846571,8517.428502769204,0.1042240753764647,tns
ZTF18abjijwk,1159437170915015005,SN Ia,2458901.822421544,2.5416355675636546,2.602631900910879,12455.275375710442,0.1837674233161861,tns
ZTF17aaapufz,1161448133715015001,LBV,2459066.384970005,9.9848983415483,67.85324050759235,7769.483038932455,32.39088437231713,tns
ZTF18acumddw,1159252541315015002,Other,2459189.463774633,6.2525481891211525,183.4918815446468,6154.674675491281,19.65573911698022,tns
ZTF20aaocqkr,1161429750815015003,SN IIn,2458898.85522894,1.3214790175193725,2.085802629714172,6595.051736905097,0.7335057411463566,tns
ZTF18aaauuyo,1161430210215010001,SN Ia,2458771.8237039945,2.172292122431814,279.2828624500995,5070.942312842111,0.8762329593846038,tns
ZTF20aapdgaw,1161125023915015003,SN Ia,2458906.1808965243,2.117560157324865,2.3385765229400857,10235.989288273757,0.3013263879445541,tns
ZTF19acmbhvv,1161181671915015003,SN Ia,2458905.583061223,2.4338856160129,2.6949824716144697,11786.349679094272,0.5287545211746402,tns
ZTF20aaaweke,1159227144515015012,SN IIn,2458883.1914606583,1.6095977986542638,0.0283146531568142,8857.738360633928,1.0475010721883171,tns
ZTF20aammbvq,1159313785115015004,SN IIn,2458895.413086522,2.3566131411429616,3.871115682888904,11915.162877708975,5.353396736574413,tns
ZTF20aartnkv,1161464910315015002,SN IIn,2458930.425916184,9.974703244297944,8.485385659448394,7344.1419859681455,0.4078764009156175,tns
ZTF18aaadtdc,1159117244015010000,AGN,2458865.5428574025,1.5283159965662898,21.197491961502163,5154.940101459029,1.1168887037266937,tns
ZTF20aasapko,1161176421615015007,SN Ia,2458912.0181701137,2.528742090440395,2.795175299589504,10371.910205608545,0.4926411538469427,tns
ZTF18aahshhp,1161448132015015001,SN Ia,2458902.396053856,2.124839221427527,2.179126546662369,11218.84622282389,0.5177438695653914,tns
ZTF20aaqpxtm,1161530060115015003,SN Ia,2458909.065616988,2.699130472207167,3.2562572454493965,12136.393493367255,0.4942951826304008,tns
ZTF20aannodx,1161197895215015000,SN Ia,2458898.619417959,1.6904415979982186,0.0948172102439748,9462.24126830784,0.2349207202545046,tns
ZTF20aanvsds,1161529052115015001,SN Ia,2458896.8506548847,1.430903019955226,2.2544038948816154,8384.747033401922,1.2904636446383368,tns
ZTF20aaqhtcd,1161508724915015032,SN Ia,2458905.7518347474,1.5670307293936467,2.519518388163151,8240.460841406546,0.2820298842141783,tns
ZTF20aaoojli,1161362070715015008,SN Ia,2458902.11103812,1.8394804075229323,2.568524685398992,9497.131994706417,0.515588998382387,tns
ZTF20aanyxvu,1161176425515015008,SN Ia,2458902.5192615963,1.687157842461562,2.8716130393726846,8522.046620144089,0.2703118542090741,tns
ZTF20aaowuim,1161373073815015004,SN Ia,2458904.2973098825,1.8314229742885453,2.332898156445347,9285.183239675447,0.4166812104306859,tns
ZTF20aaomtwl,1161172150815015006,SN Ia,2458905.2862289827,2.4375792127964213,2.307741952586823,12362.40422211912,3.4075889890525968,tns
